"","density_global","diameter","mean_degree","average_shortest_path","clustering_coefficient_global","clustering_coefficient_local","gamma_index","alpha_in","median_detour_centrality"
"1",0.00370368947406841,68,2.67036011080332,24.4487611466069,0.0441408302679979,0.0304344901802529,0.446296296296296,0.168867268936762,1.29329449752373
